219	32	planning	NOT_STARTED	\N	\N	\N	2026-04-17 04:18:16.457+00	2026-04-17 04:18:16.457+00
220	32	cutting	NOT_STARTED	\N	\N	\N	2026-04-17 04:18:16.461+00	2026-04-17 04:18:16.461+00
221	32	sewing	NOT_STARTED	\N	\N	\N	2026-04-17 04:18:16.464+00	2026-04-17 04:18:16.464+00
222	32	qc	NOT_STARTED	\N	\N	\N	2026-04-17 04:18:16.467+00	2026-04-17 04:18:16.467+00
223	32	warehouse	NOT_STARTED	\N	\N	\N	2026-04-17 04:18:16.47+00	2026-04-17 04:18:16.47+00
224	32	shipping	NOT_STARTED	\N	\N	\N	2026-04-17 04:18:16.472+00	2026-04-17 04:18:16.472+00
225	33	procurement	IN_PROGRESS	2026-04-17 04:22:10.825+00	\N	\N	2026-04-17 04:22:10.825+00	2026-04-17 04:22:10.825+00
226	33	planning	NOT_STARTED	\N	\N	\N	2026-04-17 04:22:10.844+00	2026-04-17 04:22:10.844+00
227	33	cutting	NOT_STARTED	\N	\N	\N	2026-04-17 04:22:10.845+00	2026-04-17 04:22:10.845+00
228	33	sewing	NOT_STARTED	\N	\N	\N	2026-04-17 04:22:10.848+00	2026-04-17 04:22:10.848+00
229	33	qc	NOT_STARTED	\N	\N	\N	2026-04-17 04:22:10.852+00	2026-04-17 04:22:10.852+00
230	33	warehouse	NOT_STARTED	\N	\N	\N	2026-04-17 04:22:10.857+00	2026-04-17 04:22:10.857+00
231	33	shipping	NOT_STARTED	\N	\N	\N	2026-04-17 04:22:10.862+00	2026-04-17 04:22:10.862+00
232	34	procurement	IN_PROGRESS	2026-04-17 04:25:32.558+00	\N	\N	2026-04-17 04:25:32.558+00	2026-04-17 04:25:32.558+00
233	34	planning	NOT_STARTED	\N	\N	\N	2026-04-17 04:25:32.565+00	2026-04-17 04:25:32.565+00
234	34	cutting	NOT_STARTED	\N	\N	\N	2026-04-17 04:25:32.569+00	2026-04-17 04:25:32.569+00
235	34	sewing	NOT_STARTED	\N	\N	\N	2026-04-17 04:25:32.578+00	2026-04-17 04:25:32.578+00
236	34	qc	NOT_STARTED	\N	\N	\N	2026-04-17 04:25:32.58+00	2026-04-17 04:25:32.58+00
237	34	warehouse	NOT_STARTED	\N	\N	\N	2026-04-17 04:25:32.582+00	2026-04-17 04:25:32.582+00
238	34	shipping	NOT_STARTED	\N	\N	\N	2026-04-17 04:25:32.583+00	2026-04-17 04:25:32.583+00
239	35	procurement	IN_PROGRESS	2026-04-17 04:29:38.387+00	\N	\N	2026-04-17 04:29:38.387+00	2026-04-17 04:29:38.387+00
240	35	planning	NOT_STARTED	\N	\N	\N	2026-04-17 04:29:38.42+00	2026-04-17 04:29:38.42+00
241	35	cutting	NOT_STARTED	\N	\N	\N	2026-04-17 04:29:38.426+00	2026-04-17 04:29:38.426+00
242	35	sewing	NOT_STARTED	\N	\N	\N	2026-04-17 04:29:38.43+00	2026-04-17 04:29:38.43+00
243	35	qc	NOT_STARTED	\N	\N	\N	2026-04-17 04:29:38.433+00	2026-04-17 04:29:38.433+00
244	35	warehouse	NOT_STARTED	\N	\N	\N	2026-04-17 04:29:38.436+00	2026-04-17 04:29:38.436+00
245	35	shipping	NOT_STARTED	\N	\N	\N	2026-04-17 04:29:38.439+00	2026-04-17 04:29:38.439+00
246	36	procurement	IN_PROGRESS	2026-04-17 04:36:56.224+00	\N	\N	2026-04-17 04:36:56.224+00	2026-04-17 04:36:56.224+00
